City_ID,City,Country,Data,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Pisco,-13.7,-76.2167,62.65,94,100,6.91,PE,2022-06-07 13:35:37
294,Sao Joao Da Barra,-21.6403,-41.0511,78.89,48,38,9.64,BR,2022-06-07 13:35:37
295,Bathsheba,13.2167,-59.5167,86.61,70,40,21.85,BB,2022-06-07 13:35:37
296,Gigmoto,13.7796,124.39,82.04,80,9,6.08,PH,2022-06-07 13:35:38
297,Chumikan,54.7183,135.315,36.25,92,38,2.75,RU,2022-06-07 13:35:38
298,Kargasok,59.0556,80.8572,51.3,51,81,4.81,RU,2022-06-07 13:35:39
299,At-Bashi,41.1702,75.8106,63.37,42,6,3.09,KG,2022-06-07 13:35:39
300,Sao Paulo De Olivenca,-3.3783,-68.8725,76.1,92,96,2.1,BR,2022-06-07 13:35:39
301,Perelyub,51.8667,50.3667,64.18,62,3,17.31,RU,2022-06-07 13:35:40
302,Vostochnyy,55.8167,37.8667,69.73,32,10,9.6,RU,2022-06-07 13:35:40
303,Aanekoski,62.6946,25.818,71.67,36,61,8.03,FI,2022-06-07 13:35:41
304,Kirakira,-10.4544,161.9205,79.38,84,73,11.41,SB,2022-06-07 13:35:41
305,Loandjili,-4.7561,11.8578,82.51,74,75,8.05,CG,2022-06-07 13:35:41
306,Nioki,-2.7167,17.6833,93.54,27,82,4.68,CD,2022-06-07 13:35:42
307,Sydney,-33.8679,151.2073,51.71,63,0,21.85,AU,2022-06-07 13:34:31
308,Hamilton,39.1834,-84.5333,71.6,94,100,6.91,US,2022-06-07 13:32:47
309,Cervo,43.6702,-7.4101,67.95,70,99,12.95,ES,2022-06-07 13:35:42
310,Monforte De Lemos,42.5216,-7.5142,78.57,45,75,6.04,ES,2022-06-07 13:35:43
311,Sitka,57.0531,-135.33,51.69,82,75,5.75,US,2022-06-07 13:35:43
312,Fairbanks,64.8378,-147.7164,55.81,60,0,11.5,US,2022-06-07 13:35:14
313,Harvard,42.4222,-88.6137,58.68,86,49,6.44,US,2022-06-07 13:35:44
314,Fare,-16.7,-151.0167,80.04,71,12,15.52,PF,2022-06-07 13:35:44
315,Lavrentiya,65.5833,-171.0,36.19,81,33,1.05,RU,2022-06-07 13:35:44
316,Patrasaer,23.2167,87.5167,92.39,54,99,16.35,IN,2022-06-07 13:35:45
317,Nemuro,43.3236,145.575,44.46,78,100,13.73,JP,2022-06-07 13:35:45
318,Canutama,-6.5339,-64.3831,83.1,65,64,4.0,BR,2022-06-07 13:35:46
319,Gat,31.61,34.7642,87.4,39,0,11.05,IL,2022-06-07 13:35:01
320,Sorgun,39.8101,35.186,70.11,56,97,11.68,TR,2022-06-07 13:35:46
321,Sapele,5.8941,5.6767,81.99,73,99,7.25,NG,2022-06-07 13:35:47
322,Wilmington,34.2257,-77.9447,82.99,64,20,5.75,US,2022-06-07 13:36:04
323,Coquimbo,-29.9533,-71.3436,51.53,100,100,4.61,CL,2022-06-07 13:33:16
324,Shumskiy,54.8318,99.1328,46.0,61,36,3.51,RU,2022-06-07 13:36:48
325,Arman,59.7,150.1667,46.02,85,52,2.1,RU,2022-06-07 13:36:48
326,Mar Del Plata,-38.0023,-57.5575,50.09,93,0,8.05,AR,2022-06-07 13:36:48
327,Wanning,18.8003,110.3967,80.94,87,100,4.76,CN,2022-06-07 13:36:49
328,Leningradskiy,69.3833,178.4167,30.13,90,98,6.06,RU,2022-06-07 13:36:49
329,Lufilufi,-13.8745,-171.5986,71.38,73,15,5.19,WS,2022-06-07 13:36:50
330,Dunedin,-45.8742,170.5036,52.81,54,94,7.23,NZ,2022-06-07 13:36:50
331,Hovd,48.0056,91.6419,59.32,32,33,4.85,MN,2022-06-07 13:36:50
332,Planaltina,-15.4528,-47.6142,78.21,28,4,2.24,BR,2022-06-07 13:36:51
333,Shenkursk,62.1091,42.896,60.12,45,88,9.98,RU,2022-06-07 13:36:51
334,Santa Isabel Do Rio Negro,-0.4139,-65.0192,82.85,67,56,4.18,BR,2022-06-07 13:36:51
335,Provost,52.3501,-110.2683,43.25,57,95,5.44,CA,2022-06-07 13:35:16
336,Bell Ville,-32.6259,-62.6887,54.66,51,0,9.86,AR,2022-06-07 13:36:52
337,La Paz,-16.5,-68.15,42.78,81,40,2.3,BO,2022-06-07 13:35:20
338,Fuling,29.7022,107.3919,75.51,81,97,2.75,CN,2022-06-07 13:36:52
339,Bethel,41.3712,-73.414,72.46,67,0,5.75,US,2022-06-07 13:36:53
340,Akureyri,65.6835,-18.0878,53.53,71,20,6.91,IS,2022-06-07 13:36:53
341,Megion,61.0296,76.1136,55.42,38,33,3.33,RU,2022-06-07 13:36:54
342,Castro,-24.7911,-50.0119,60.57,93,100,4.61,BR,2022-06-07 13:36:54
343,Shitanjing,39.2342,106.3439,72.64,14,49,9.01,CN,2022-06-07 13:36:55
344,Ranfurly,-45.1333,170.1,38.1,87,55,5.86,NZ,2022-06-07 13:36:55
345,Huarmey,-10.0681,-78.1522,65.5,81,79,5.41,PE,2022-06-07 13:36:55
346,Kargil,34.5667,76.1,55.78,38,89,6.46,IN,2022-06-07 13:36:56
347,Karachi,24.9056,67.0822,85.82,66,40,20.71,PK,2022-06-07 13:36:56
348,Hohhot,40.8106,111.6522,73.69,14,0,11.18,CN,2022-06-07 13:34:40
349,Esna,25.2934,32.554,104.02,10,0,14.61,EG,2022-06-07 13:36:56
350,Corinto,37.9407,22.9573,82.42,56,83,1.01,GR,2022-06-07 13:36:57
351,Saint-Pierre,-21.3393,55.4781,74.91,73,20,19.57,RE,2022-06-07 13:36:57
352,Sola,-13.8833,167.55,81.19,65,99,22.15,VU,2022-06-07 13:36:58
353,Sao Benedito Do Rio Preto,-3.3336,-43.5283,86.11,54,98,6.06,BR,2022-06-07 13:36:58
354,Pitimbu,-7.4706,-34.8086,77.59,70,54,7.02,BR,2022-06-07 13:36:58
355,Aberdeen,57.1437,-2.0981,67.5,69,40,8.05,GB,2022-06-07 13:36:59
356,Bandarbeyla,9.4942,50.8122,90.63,47,100,26.49,SO,2022-06-07 13:36:59
357,Monte Carmelo,-18.7247,-47.4986,74.12,35,48,6.89,BR,2022-06-07 13:35:29
358,Mnogovershinnyy,53.9353,139.9242,42.57,72,43,2.19,RU,2022-06-07 13:37:00
359,Concarneau,47.875,-3.9225,66.81,75,100,15.84,FR,2022-06-07 13:37:00
360,Kutum,14.2,24.6667,94.96,9,2,12.84,SD,2022-06-07 13:37:01
361,Huainan,32.6264,116.9969,75.7,48,9,7.74,CN,2022-06-07 13:37:01
362,Oriximina,-1.7656,-55.8661,81.99,69,100,2.33,BR,2022-06-07 13:37:02
363,Grand Gaube,-20.0064,57.6608,74.37,75,59,4.0,MU,2022-06-07 13:37:02
364,Mahibadhoo,3.7833,72.9667,82.85,72,97,8.03,MV,2022-06-07 13:37:03
365,Nanortalik,60.1432,-45.2371,41.63,82,38,8.25,GL,2022-06-07 13:37:05
366,Sobolevo,54.4299,31.8996,69.15,64,91,4.27,RU,2022-06-07 13:37:06
367,Kismayo,-0.3582,42.5454,80.06,75,51,18.1,SO,2022-06-07 13:37:07
368,Port-Gentil,-0.7193,8.7815,84.16,70,20,11.5,GA,2022-06-07 13:38:07
369,Ilulissat,69.2167,-51.1,41.02,42,0,5.75,GL,2022-06-07 13:38:07
370,Taywarah,33.35,64.4167,70.34,11,46,1.68,AF,2022-06-07 13:38:08
371,Luis Correia,-2.8792,-41.6669,86.0,70,20,5.75,BR,2022-06-07 13:38:08
372,Juneau,58.3019,-134.4197,53.22,94,100,6.91,US,2022-06-07 13:38:09
373,Suntar,62.1444,117.6319,58.77,64,41,6.26,RU,2022-06-07 13:38:09
374,Bud,39.447,-86.1758,69.82,90,100,7.43,US,2022-06-07 13:38:09
375,Le Vauclin,14.5452,-60.8388,84.25,70,75,16.11,MQ,2022-06-07 13:38:10
376,Belmonte,-15.8631,-38.8828,77.45,64,24,4.85,BR,2022-06-07 13:38:10
377,Faya,18.3851,42.4509,88.32,19,42,0.92,SA,2022-06-07 13:38:11
378,Valreas,44.3837,4.9908,87.67,18,3,16.6,FR,2022-06-07 13:38:11
379,Tiffin,41.1145,-83.178,68.36,93,97,12.17,US,2022-06-07 13:38:11
380,Hofn,64.2539,-15.2082,49.93,81,100,8.19,IS,2022-06-07 13:38:12
381,Berlevag,70.8578,29.0864,48.0,66,75,9.22,NO,2022-06-07 13:38:12
382,Lata,40.1629,-8.3327,82.49,43,63,11.03,PT,2022-06-07 13:38:13
383,Moorhead,46.8739,-96.7676,60.98,64,20,6.91,US,2022-06-07 13:38:13
384,Warwick,41.7001,-71.4162,76.01,55,40,12.66,US,2022-06-07 13:34:49
385,Arrifes,37.7667,-25.7,70.23,100,75,16.11,PT,2022-06-07 13:38:13
386,Nikel,69.4128,30.222,44.78,76,82,6.93,RU,2022-06-07 13:38:14
387,Pokhara,28.2333,83.9833,80.91,56,64,4.54,NP,2022-06-07 13:38:14
388,Srednekolymsk,67.45,153.6833,37.8,58,31,9.1,RU,2022-06-07 13:38:15
389,Petropavlovsk-Kamchatskiy,53.0452,158.6483,43.39,100,75,6.71,RU,2022-06-07 13:38:15
390,Raudeberg,61.9875,5.1352,65.07,76,18,29.44,NO,2022-06-07 13:38:15
391,The Valley,18.217,-63.0578,85.86,77,13,19.06,AI,2022-06-07 13:38:16
392,Orlik,52.5178,99.825,44.38,62,9,5.26,RU,2022-06-07 13:38:16
393,Langsa,4.4683,97.9683,76.01,88,100,0.36,ID,2022-06-07 13:38:16
394,Tazovskiy,67.4667,78.7,45.77,52,100,5.37,RU,2022-06-07 13:38:17
395,Oneonta,42.4529,-75.0638,74.3,54,100,14.81,US,2022-06-07 13:38:17
396,Springbok,-29.6643,17.8865,72.97,18,0,20.31,ZA,2022-06-07 13:38:17
397,Hailar,49.2,119.7,57.38,51,5,6.53,CN,2022-06-07 13:38:18
398,Seminole,28.7086,-81.2081,83.41,80,20,4.61,US,2022-06-07 13:38:18
399,Cabadiangan,9.7531,122.4739,79.52,85,4,1.41,PH,2022-06-07 13:38:19
400,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,80.4,83,40,4.61,BR,2022-06-07 13:38:19
401,Port Augusta,-32.5,137.7667,53.17,63,74,6.53,AU,2022-06-07 13:38:19
402,Punta Alta,-38.8759,-62.0736,55.71,58,100,17.83,AR,2022-06-07 13:38:20
403,Halifax,44.6453,-63.5724,68.52,67,20,1.99,CA,2022-06-07 13:37:50
404,Padang,-0.9492,100.3543,78.3,88,89,1.86,ID,2022-06-07 13:38:20
405,Ilebo,-4.3167,20.5833,91.74,26,100,3.91,CD,2022-06-07 13:38:21
406,Livingstonia,-10.606,34.1063,63.88,73,69,7.58,MW,2022-06-07 13:38:21
407,Camacha,33.0833,-16.3333,69.22,68,20,12.66,PT,2022-06-07 13:38:22
408,Buchanan,5.8808,-10.0467,80.91,76,82,4.23,LR,2022-06-07 13:38:22
409,Mbuyapey,-26.2,-56.75,61.14,94,100,0.34,PY,2022-06-07 13:38:22
410,Amga,60.8953,131.9608,57.33,86,100,4.0,RU,2022-06-07 13:38:23
411,Teopisca,16.5167,-92.4833,60.33,92,100,2.08,MX,2022-06-07 13:38:23
412,Waipawa,-41.4122,175.5153,53.37,86,64,9.22,NZ,2022-06-07 13:38:23
413,Havoysund,70.9963,24.6622,46.63,76,98,34.4,NO,2022-06-07 13:38:24
414,Haines Junction,60.7522,-137.5108,40.95,100,100,1.14,CA,2022-06-07 13:39:24
415,Veraval,20.9,70.3667,85.28,80,3,12.17,IN,2022-06-07 13:39:25
416,Askiz,53.1319,90.5264,51.84,60,18,4.23,RU,2022-06-07 13:39:25
417,Moose Factory,51.2585,-80.6094,53.6,87,75,6.91,CA,2022-06-07 13:39:26
418,Algiers,36.7525,3.042,80.42,61,40,10.36,DZ,2022-06-07 13:39:12
419,Barrancas,10.9576,-72.7877,84.94,68,19,3.33,CO,2022-06-07 13:39:26
420,Henties Bay,-22.116,14.2845,81.88,26,0,6.02,NA,2022-06-07 13:39:26
421,Codrington,-38.2667,141.9667,50.22,65,100,16.62,AU,2022-06-07 13:39:27
422,Agadez,19.75,10.25,102.99,8,14,13.22,NE,2022-06-07 13:39:27
423,Barcelos,41.5388,-8.6151,78.91,52,52,9.82,PT,2022-06-07 13:39:28
424,Shenjiamen,29.9576,122.298,66.22,89,4,7.27,CN,2022-06-07 13:39:28
425,Partsa,54.3653,42.8617,65.53,45,11,10.8,RU,2022-06-07 13:39:28
426,Mercedes,-34.6515,-59.4307,56.17,55,95,7.0,AR,2022-06-07 13:39:29
427,Menongue,-14.6585,17.691,74.55,24,51,10.09,AO,2022-06-07 13:39:29
428,North Bend,43.4065,-124.2243,53.85,97,0,4.61,US,2022-06-07 13:39:30
429,Garden City,42.3256,-83.331,67.93,96,100,8.05,US,2022-06-07 13:36:25
430,Margate,51.3813,1.3862,63.7,82,71,4.0,GB,2022-06-07 13:39:30
431,Nova Zagora,42.4833,26.0167,80.01,40,86,13.89,BG,2022-06-07 13:39:30
432,American Canyon,38.1749,-122.2608,61.25,85,0,1.99,US,2022-06-07 13:39:31
433,Mangai,-4.05,19.5333,90.43,26,100,3.98,CD,2022-06-07 13:39:31
434,Taltal,-25.4,-70.4833,64.8,68,7,4.7,CL,2022-06-07 13:39:32
435,Svetlyy,54.675,20.1347,71.65,77,67,5.84,RU,2022-06-07 13:39:32
436,Ust-Omchug,61.15,149.6333,43.77,76,94,3.94,RU,2022-06-07 13:39:32
437,Ahuimanu,21.4447,-157.8378,75.36,79,20,8.05,US,2022-06-07 13:39:33
438,Guanare,9.0418,-69.7421,76.66,88,100,4.5,VE,2022-06-07 13:39:33
439,Alexandria,31.2156,29.9553,82.94,69,20,17.27,EG,2022-06-07 13:39:34
440,Okha,53.5739,142.9478,40.48,93,36,6.73,RU,2022-06-07 13:39:35
441,Buala,-8.145,159.5921,80.44,79,92,9.35,SB,2022-06-07 13:39:35
442,Rocha,-34.4833,-54.3333,57.38,64,10,3.89,UY,2022-06-07 13:39:36
443,Kitimat,54.0524,-128.6534,49.91,25,55,3.33,CA,2022-06-07 13:39:36
444,Cherbourg,49.6386,-1.6147,64.11,82,100,16.11,FR,2022-06-07 13:39:37
445,Boden,65.8252,21.6886,62.6,24,5,8.1,SE,2022-06-07 13:39:37
446,Alice Springs,-23.7,133.8833,42.35,87,0,2.3,AU,2022-06-07 13:39:37
447,Alyangula,-13.8483,136.4192,76.75,79,100,13.0,AU,2022-06-07 13:39:38
448,Brandon,27.9378,-82.2859,84.9,84,0,1.99,US,2022-06-07 13:36:30
449,Matara,5.9485,80.5353,78.49,89,100,8.97,LK,2022-06-07 13:39:38
450,Energeticheskiy,43.4278,77.0222,81.16,32,40,8.95,KZ,2022-06-07 13:39:39
451,Fort Nelson,58.8053,-122.7002,53.19,94,100,0.0,CA,2022-06-07 13:39:39
452,Channel-Port Aux Basques,47.5702,-59.1367,50.56,71,0,6.04,CA,2022-06-07 13:39:39
453,Meulaboh,4.1363,96.1285,79.3,74,100,2.26,ID,2022-06-07 13:39:40
454,Narsaq,60.9167,-46.05,53.82,66,59,7.78,GL,2022-06-07 13:39:40
455,Sayyan,15.1718,44.3244,77.14,12,100,12.19,YE,2022-06-07 13:39:41
456,Chengde,40.9725,117.9361,58.21,58,17,4.94,CN,2022-06-07 13:39:41
457,Cravo Norte,6.3017,-70.2041,81.79,71,10,8.68,CO,2022-06-07 13:39:41
458,Puerto Colombia,10.9878,-74.9547,82.49,75,36,8.14,CO,2022-06-07 13:39:42
459,Kilindoni,-7.9139,39.6668,78.87,73,29,17.76,TZ,2022-06-07 13:39:42
460,Lompoc,34.6391,-120.4579,53.49,95,100,3.44,US,2022-06-07 13:39:42
461,Zalantun,48.0,122.7167,57.52,64,88,1.74,CN,2022-06-07 13:40:43
462,Nobeoka,32.5833,131.6667,65.55,86,100,3.11,JP,2022-06-07 13:40:43
463,Mezen,65.8522,44.24,59.36,60,63,5.93,RU,2022-06-07 13:40:43
464,Yeppoon,-23.1333,150.7333,56.98,60,37,5.75,AU,2022-06-07 13:40:44
465,Shache,38.4167,77.2406,84.65,19,99,2.28,CN,2022-06-07 13:40:44
466,Batticaloa,7.7102,81.6924,84.22,69,100,0.56,LK,2022-06-07 13:40:45
467,Jacksonville,30.3322,-81.6556,86.04,85,40,3.44,US,2022-06-07 13:37:34
468,Kieta,-6.2167,155.6333,78.58,85,100,4.34,PG,2022-06-07 13:40:45
469,Lakes Entrance,-37.8811,147.981,46.17,85,88,21.74,AU,2022-06-07 13:40:46
470,Sabla,12.7525,4.7077,96.87,27,89,4.76,NG,2022-06-07 13:40:46
471,Salalah,17.0151,54.0924,89.69,58,20,12.66,OM,2022-06-07 13:40:47
472,Cayenne,4.9333,-52.3333,82.44,78,100,4.61,GF,2022-06-07 13:40:47
473,Cairns,-16.9167,145.7667,74.07,89,75,6.91,AU,2022-06-07 13:40:47
474,Taoudenni,22.6783,-3.9836,114.03,7,1,16.28,ML,2022-06-07 13:40:48
475,Paita,-5.0892,-81.1144,66.76,75,71,10.31,PE,2022-06-07 13:40:48
476,Goderich,43.7501,-81.7165,51.91,93,100,12.66,CA,2022-06-07 13:40:46
477,Pokoynoye,44.8097,44.2517,82.24,32,47,7.43,RU,2022-06-07 13:40:49
478,Paramonga,-10.6667,-77.8333,65.19,81,69,4.83,PE,2022-06-07 13:40:49
479,Yambio,4.5721,28.3955,85.37,49,99,6.04,SS,2022-06-07 13:40:49
480,Brae,60.3964,-1.353,52.9,66,9,16.11,GB,2022-06-07 13:40:50
481,Cuamba,-14.8031,36.5372,70.12,64,82,9.69,MZ,2022-06-07 13:40:50
482,Kununurra,-15.7667,128.7333,78.78,69,100,2.3,AU,2022-06-07 13:40:52
483,Souillac,-20.5167,57.5167,73.78,83,75,8.05,MU,2022-06-07 13:40:52
484,Tibana,46.9833,27.3333,81.99,40,75,6.26,RO,2022-06-07 13:40:52
485,Polson,47.6936,-114.1632,49.21,65,100,4.41,US,2022-06-07 13:40:53
486,Lingyuan,41.24,119.4011,58.03,66,1,4.63,CN,2022-06-07 13:40:53
487,Woodward,36.4337,-99.3904,67.23,88,0,4.61,US,2022-06-07 13:40:54
488,Salto Del Guaira,-24.0625,-54.3069,65.79,90,99,5.3,PY,2022-06-07 13:40:54
489,Makaha,21.4694,-158.2175,75.4,73,7,6.46,US,2022-06-07 13:40:55
490,Maymyo,22.0333,96.4667,71.6,79,99,3.74,MM,2022-06-07 13:40:55
491,Aykhal,66.0,111.5,56.98,53,35,10.07,RU,2022-06-07 13:40:56
492,Foso,5.7012,-1.2866,90.25,46,61,2.77,GH,2022-06-07 13:40:56
493,Loiza,18.4313,-65.8802,87.8,69,40,12.66,PR,2022-06-07 13:40:56
494,Sakakah,29.9697,40.2064,105.37,9,0,11.97,SA,2022-06-07 13:40:57
495,Zaragoza,41.6561,-0.8773,93.02,28,0,8.05,ES,2022-06-07 13:40:57
496,Otane,-39.8833,176.6333,59.02,98,85,3.42,NZ,2022-06-07 13:40:57
497,Fenyi,27.8112,114.6681,75.06,92,64,1.21,CN,2022-06-07 13:40:58
498,Saint-Joseph,-21.3667,55.6167,73.78,78,65,11.43,RE,2022-06-07 13:40:58
499,Los Llanos De Aridane,28.6585,-17.9182,71.13,77,20,19.57,ES,2022-06-07 13:40:59
500,Luwuk,-0.9516,122.7875,76.95,87,62,3.89,ID,2022-06-07 13:40:59
501,Yabelo,4.8833,38.0833,64.78,63,92,4.83,ET,2022-06-07 13:40:59
502,Yining,29.0361,114.5636,72.93,87,99,2.39,CN,2022-06-07 13:41:00
503,Tabory,58.5198,64.5495,57.54,79,100,12.17,RU,2022-06-07 13:41:00
504,Teguldet,57.3064,88.1667,47.23,98,100,3.11,RU,2022-06-07 13:41:01
505,Sorland,67.667,12.6934,48.06,71,75,11.5,NO,2022-06-07 13:41:01
506,Nova Olimpia,-14.7972,-57.2881,90.95,37,13,2.01,BR,2022-06-07 13:40:17
507,Rolandia,-23.3097,-51.3692,62.51,70,81,2.71,BR,2022-06-07 13:42:02
508,San Luis,-33.295,-66.3356,62.58,37,100,16.62,AR,2022-06-07 13:42:02
509,Maksatikha,57.797,35.8825,66.56,35,11,7.18,RU,2022-06-07 13:42:02
510,Glace Bay,46.1969,-59.957,63.9,61,20,14.97,CA,2022-06-07 13:42:03
511,Port Blair,11.6667,92.75,80.64,89,100,5.75,IN,2022-06-07 13:42:03
512,Zhigansk,66.7697,123.3711,55.98,86,56,8.28,RU,2022-06-07 13:42:04
513,Kucevo,44.4775,21.67,84.92,36,51,11.7,RS,2022-06-07 13:42:04
514,Lethem,3.3803,-59.7968,80.28,72,100,8.61,GY,2022-06-07 13:42:05
515,Constitucion,-35.3333,-72.4167,55.38,68,0,1.12,CL,2022-06-07 13:42:05
516,Manggar,-2.8833,108.2667,81.45,75,20,2.39,ID,2022-06-07 13:42:05
517,Chicama,-7.8447,-79.1469,59.54,72,23,4.76,PE,2022-06-07 13:42:06
518,Dax,43.75,-1.1667,79.47,80,75,3.44,FR,2022-06-07 13:42:06
519,Tourlaville,49.6383,-1.5664,63.12,94,100,14.97,FR,2022-06-07 13:42:07
520,Camana,-16.6228,-72.7111,64.51,85,97,6.93,PE,2022-06-07 13:42:07
521,Upington,-28.4478,21.2561,77.38,22,0,8.05,ZA,2022-06-07 13:42:07
522,Awjilah,29.1081,21.2869,101.26,14,0,12.55,LY,2022-06-07 13:42:08
523,Samarai,-10.6167,150.6667,82.02,79,97,10.2,PG,2022-06-07 13:42:08
524,Radhanpur,23.8333,71.6,94.73,39,3,14.09,IN,2022-06-07 13:42:09
525,Bubaque,11.2833,-15.8333,79.61,74,100,4.81,GW,2022-06-07 13:42:09
526,Dawson Creek,55.7666,-120.2362,44.24,100,100,0.0,CA,2022-06-07 13:37:31
527,Itarema,-2.9248,-39.9167,83.14,66,85,12.39,BR,2022-06-07 13:42:09
528,Sinnamary,5.3833,-52.95,80.22,78,90,4.76,GF,2022-06-07 13:42:10
529,Babol,36.5513,52.679,86.07,65,100,15.21,IR,2022-06-07 13:42:11
530,Vanderhoof,54.0166,-124.0198,48.38,70,7,4.0,CA,2022-06-07 13:42:11
531,Belyy Yar,53.6039,91.3903,60.69,39,0,8.95,RU,2022-06-07 13:42:11
532,Chiapa,18.4669,-96.945,70.34,66,100,1.01,MX,2022-06-07 13:42:12
533,Aracati,-4.5617,-37.7697,84.0,64,44,9.91,BR,2022-06-07 13:42:12
534,Buzmeyin,38.0507,58.2056,103.73,8,75,4.61,TM,2022-06-07 13:42:12
535,Soma,39.1855,27.6094,83.35,43,19,16.64,TR,2022-06-07 13:42:13
536,Faisalabad,31.4167,73.0833,107.94,8,18,6.04,PK,2022-06-07 13:42:13
537,Zyryanka,65.75,150.85,42.57,52,12,7.81,RU,2022-06-07 13:42:14
538,Ukiah,39.1502,-123.2078,59.65,82,0,0.0,US,2022-06-07 13:42:14
539,Aksu,41.1231,80.2644,81.79,17,2,13.58,CN,2022-06-07 13:42:14
540,Tarpon Springs,28.1461,-82.7568,85.19,82,40,3.44,US,2022-06-07 13:39:36
541,Itoman,26.1247,127.6694,75.22,92,75,5.75,JP,2022-06-07 13:42:15
542,Morehead,37.2711,-87.1764,73.99,99,100,0.0,US,2022-06-07 13:42:15
543,Phuket,8.0,98.25,86.09,83,20,5.75,TH,2022-06-07 13:42:16
544,Haradok,55.4624,29.9816,75.31,62,90,6.35,BY,2022-06-07 13:42:16
545,Oyama,36.3,139.8,57.67,86,100,5.86,JP,2022-06-07 13:42:17
546,Maraa,-1.8333,-65.3667,81.19,66,15,4.54,BR,2022-06-07 13:42:17
547,Larsnes,62.2028,5.5773,68.41,71,60,17.76,NO,2022-06-07 13:43:17
548,Wahpeton,46.2652,-96.6059,65.12,59,0,3.44,US,2022-06-07 13:43:18
549,Piranshahr,36.701,45.1413,81.46,22,12,15.66,IR,2022-06-07 13:43:18
550,Ostrovnoy,68.0531,39.5131,53.85,62,97,6.98,RU,2022-06-07 13:43:19
551,Avera,33.194,-82.5271,77.56,67,93,5.08,US,2022-06-07 13:43:19
552,Hobyo,5.3505,48.5268,82.42,69,99,24.76,SO,2022-06-07 13:43:19
553,Great Yarmouth,52.6083,1.7305,71.1,80,69,6.82,GB,2022-06-07 13:43:20
554,Morristown,36.214,-83.2949,72.34,31,40,9.22,US,2022-06-07 13:43:20
555,Pacifica,37.6138,-122.4869,57.43,92,40,9.22,US,2022-06-07 13:41:07
556,Stromness,58.965,-3.296,53.56,80,57,7.0,GB,2022-06-07 13:43:21
557,Roma,43.2128,-75.4557,72.95,50,100,12.66,US,2022-06-07 13:38:40
558,Clinton,42.587,-82.9199,69.82,92,100,10.36,US,2022-06-07 13:40:53
559,Mersing,2.4312,103.8405,82.31,83,40,3.44,MY,2022-06-07 13:43:21
560,Lindome,57.5667,12.0833,71.44,75,20,14.0,SE,2022-06-07 13:43:22
561,Angoram,-4.0625,144.0661,73.56,98,100,1.23,PG,2022-06-07 13:43:22
562,Houston,29.7633,-95.3633,85.15,77,20,7.0,US,2022-06-07 13:38:53
563,Salinopolis,-0.6136,-47.3561,80.13,80,56,2.75,BR,2022-06-07 13:43:23
564,Tambura,5.6,27.4667,81.82,59,87,6.22,SS,2022-06-07 13:43:23
565,Leshukonskoye,64.8989,45.7622,65.44,47,89,4.21,RU,2022-06-07 13:43:23
566,Xai-Xai,-25.0519,33.6442,69.94,63,0,5.86,MZ,2022-06-07 13:43:24
567,Leh,34.1667,77.5833,59.18,26,53,6.8,IN,2022-06-07 13:43:24
568,Pasinler,39.9803,41.6764,68.99,38,63,7.49,TR,2022-06-07 13:43:25
569,Nabire,-3.3667,135.4833,76.68,92,80,3.02,ID,2022-06-07 13:43:25
570,Kuroiso,36.9667,140.05,52.5,97,100,3.09,JP,2022-06-07 13:43:25
571,Monte Alegre De Minas,-18.8706,-48.8808,79.61,32,18,10.47,BR,2022-06-07 13:43:26
572,Gravdal,68.1214,13.5031,42.69,81,75,11.5,NO,2022-06-07 13:43:26
573,Rawicz,51.6095,16.8585,64.94,89,100,5.7,PL,2022-06-07 13:43:27
574,Emerald,-23.5333,148.1667,54.34,80,81,9.42,AU,2022-06-07 13:41:59
575,Pahrump,36.2083,-115.9839,74.25,32,0,1.39,US,2022-06-07 13:43:27
576,Nokaneng,-19.6667,22.2667,75.02,21,0,11.12,BW,2022-06-07 13:43:28
577,Tomatlan,19.9333,-105.25,76.8,74,91,1.61,MX,2022-06-07 13:43:28
578,Baijiantan,45.6333,85.1833,83.44,16,0,14.0,CN,2022-06-07 13:43:28
579,Vardo,70.3705,31.1107,44.58,76,100,3.44,NO,2022-06-07 13:43:29
580,Isla Mujeres,21.2311,-86.731,82.17,82,80,12.48,MX,2022-06-07 13:43:29
581,Zholymbet,51.7433,71.7122,77.29,37,99,5.97,KZ,2022-06-07 13:43:30
